,STATE,zipcode
19476,CA,96130
19482,CA,96134
19488,CA,96137
19494,CA,96140
19500,CA,96141
19506,CA,96142
19512,CA,96143
19518,CA,96145
19524,CA,96146
19530,CA,96148
19536,CA,96150
19542,CA,96155
19548,CA,96161
34443,HI,96701
34449,HI,96703
34455,HI,96704
34461,HI,96705
34467,HI,96706
34473,HI,96707
34479,HI,96708
34485,HI,96710
34491,HI,96712
34497,HI,96713
34503,HI,96714
34509,HI,96716
34515,HI,96717
34521,HI,96719
34527,HI,96720
34533,HI,96722
34539,HI,96725
34545,HI,96726
34551,HI,96727
34557,HI,96728
34569,HI,96730
34575,HI,96731
34581,HI,96732
34587,HI,96734
34593,HI,96737
34599,HI,96738
34605,HI,96740
34611,HI,96741
34617,HI,96743
34623,HI,96744
34629,HI,96746
34635,HI,96747
34641,HI,96748
34647,HI,96749
34653,HI,96750
34665,HI,96752
34671,HI,96753
34677,HI,96754
34683,HI,96755
34689,HI,96756
34695,HI,96757
34701,HI,96759
34707,HI,96760
34713,HI,96761
34719,HI,96762
34725,HI,96763
34737,HI,96765
34743,HI,96766
34749,HI,96768
34767,HI,96771
34773,HI,96772
34785,HI,96776
34791,HI,96777
34797,HI,96778
34803,HI,96779
34809,HI,96780
34815,HI,96781
34821,HI,96782
34827,HI,96783
34833,HI,96785
34839,HI,96786
34845,HI,96789
34851,HI,96790
34857,HI,96791
34863,HI,96792
34869,HI,96793
34875,HI,96795
34881,HI,96796
34887,HI,96797
34893,HI,96813
34899,HI,96814
34905,HI,96815
34911,HI,96816
34917,HI,96817
34923,HI,96818
34929,HI,96819
34935,HI,96821
34941,HI,96822
34947,HI,96825
34953,HI,96826
34959,HI,96853
34964,HI,96857
34969,HI,96859
34975,HI,96860
129141,OR,97002
129147,OR,97004
129153,OR,97005
129159,OR,97006
129165,OR,97007
129171,OR,97008
129177,OR,97009
129183,OR,97011
129189,OR,97013
129195,OR,97014
129201,OR,97015
129207,OR,97016
129213,OR,97017
129225,OR,97019
129231,OR,97020
129237,OR,97021
129243,OR,97022
129249,OR,97023
129255,OR,97024
129267,OR,97027
129273,OR,97028
129279,OR,97029
129285,OR,97030
129291,OR,97031
129297,OR,97032
129303,OR,97034
129309,OR,97035
129315,OR,97037
129321,OR,97038
129339,OR,97041
129345,OR,97042
129351,OR,97045
129357,OR,97048
129363,OR,97049
129369,OR,97050
129375,OR,97051
129381,OR,97053
129393,OR,97055
129399,OR,97056
129405,OR,97058
129411,OR,97060
129417,OR,97062
129423,OR,97063
129429,OR,97064
129435,OR,97065
129441,OR,97067
129447,OR,97068
129453,OR,97070
129459,OR,97071
129465,OR,97080
129471,OR,97086
129477,OR,97089
129483,OR,97101
129489,OR,97103
129495,OR,97106
129501,OR,97107
129519,OR,97110
129525,OR,97111
129531,OR,97112
129537,OR,97113
129543,OR,97114
129549,OR,97115
129555,OR,97116
129561,OR,97117
129567,OR,97118
129573,OR,97119
129579,OR,97121
129585,OR,97122
129591,OR,97123
129597,OR,97124
129603,OR,97127
129609,OR,97128
129615,OR,97130
129621,OR,97131
129627,OR,97132
129633,OR,97133
129639,OR,97134
129645,OR,97135
129651,OR,97136
129657,OR,97137
129663,OR,97138
129669,OR,97140
129675,OR,97141
129681,OR,97146
129687,OR,97147
129693,OR,97148
129699,OR,97149
129705,OR,97201
129711,OR,97202
129717,OR,97203
129723,OR,97204
129729,OR,97205
129735,OR,97206
129741,OR,97209
129747,OR,97210
129753,OR,97211
129759,OR,97212
129765,OR,97213
129771,OR,97214
129777,OR,97215
129783,OR,97216
129789,OR,97217
129795,OR,97218
129801,OR,97219
129807,OR,97220
129813,OR,97221
129819,OR,97222
129825,OR,97223
129831,OR,97224
129837,OR,97225
129843,OR,97227
129849,OR,97229
129855,OR,97230
129861,OR,97231
129867,OR,97232
129873,OR,97233
129879,OR,97236
129885,OR,97239
129891,OR,97266
129897,OR,97267
129903,OR,97301
129909,OR,97302
129915,OR,97303
129921,OR,97304
129927,OR,97305
129933,OR,97306
129939,OR,97317
129945,OR,97321
129951,OR,97322
129957,OR,97324
129963,OR,97325
129975,OR,97327
129981,OR,97330
129987,OR,97331
129993,OR,97333
129999,OR,97338
130005,OR,97341
130011,OR,97342
130023,OR,97344
130035,OR,97346
130041,OR,97347
130047,OR,97348
130053,OR,97351
130059,OR,97352
130065,OR,97355
130077,OR,97358
130083,OR,97360
130089,OR,97361
130095,OR,97362
130107,OR,97365
130113,OR,97366
130119,OR,97367
130125,OR,97368
130131,OR,97369
130137,OR,97370
130143,OR,97371
130149,OR,97374
130161,OR,97376
130173,OR,97378
130179,OR,97380
130185,OR,97381
130191,OR,97383
130197,OR,97385
130203,OR,97386
130209,OR,97388
130215,OR,97389
130227,OR,97391
130233,OR,97392
130239,OR,97394
130245,OR,97396
130251,OR,97401
130257,OR,97402
130263,OR,97403
130269,OR,97404
130275,OR,97405
130281,OR,97408
130287,OR,97410
130293,OR,97411
130305,OR,97413
130311,OR,97415
130317,OR,97416
130323,OR,97417
130335,OR,97420
130341,OR,97423
130347,OR,97424
130353,OR,97426
130371,OR,97431
130383,OR,97435
130389,OR,97436
130407,OR,97439
130418,OR,97442
130424,OR,97443
130430,OR,97444
130436,OR,97446
130442,OR,97447
130448,OR,97448
130454,OR,97449
130460,OR,97450
130466,OR,97451
130472,OR,97452
130478,OR,97453
130484,OR,97454
130490,OR,97455
130496,OR,97456
130502,OR,97457
130508,OR,97458
130514,OR,97459
130526,OR,97462
130532,OR,97463
130538,OR,97465
130544,OR,97466
130550,OR,97467
130556,OR,97469
130562,OR,97470
130568,OR,97471
130586,OR,97477
130592,OR,97478
130598,OR,97479
130610,OR,97481
130622,OR,97486
130628,OR,97487
130634,OR,97488
130640,OR,97489
130664,OR,97495
130670,OR,97496
130676,OR,97497
130682,OR,97498
130688,OR,97499
130694,OR,97501
130700,OR,97502
130706,OR,97503
130712,OR,97504
130718,OR,97520
130724,OR,97522
130730,OR,97523
130736,OR,97524
130742,OR,97525
130748,OR,97526
130754,OR,97527
130760,OR,97530
130771,OR,97532
130777,OR,97534
130783,OR,97535
130789,OR,97536
130795,OR,97537
130801,OR,97538
130807,OR,97539
130813,OR,97540
130819,OR,97541
130825,OR,97543
130831,OR,97544
130837,OR,97601
130843,OR,97603
130849,OR,97622
130855,OR,97623
130861,OR,97624
130867,OR,97627
130873,OR,97630
130879,OR,97632
130885,OR,97633
130897,OR,97636
130903,OR,97638
130915,OR,97641
130921,OR,97701
130927,OR,97702
130933,OR,97707
130939,OR,97720
130945,OR,97730
130951,OR,97731
130957,OR,97733
130963,OR,97734
130969,OR,97737
130975,OR,97738
130981,OR,97739
130987,OR,97741
130993,OR,97750
130999,OR,97753
131005,OR,97754
131011,OR,97756
131017,OR,97759
131023,OR,97760
131029,OR,97761
131035,OR,97801
131047,OR,97812
131053,OR,97813
131059,OR,97814
131065,OR,97818
131071,OR,97820
131077,OR,97823
131083,OR,97824
131089,OR,97825
131095,OR,97826
131101,OR,97827
131107,OR,97828
131113,OR,97830
131119,OR,97833
131125,OR,97834
131137,OR,97836
131143,OR,97838
131167,OR,97844
131173,OR,97845
131179,OR,97846
131185,OR,97850
131203,OR,97862
131215,OR,97865
131221,OR,97867
131233,OR,97869
131239,OR,97870
131251,OR,97875
131263,OR,97877
131269,OR,97880
131275,OR,97882
131281,OR,97883
131287,OR,97885
131293,OR,97886
131305,OR,97907
131311,OR,97910
131317,OR,97913
131323,OR,97914
131329,OR,97918
167803,WA,98001
167809,WA,98002
167815,WA,98003
167821,WA,98004
167827,WA,98005
167833,WA,98006
167839,WA,98007
167845,WA,98008
167851,WA,98010
167857,WA,98011
167863,WA,98012
167869,WA,98014
167875,WA,98019
167881,WA,98020
167887,WA,98021
167893,WA,98022
167899,WA,98023
167905,WA,98024
167911,WA,98026
167917,WA,98027
167923,WA,98028
167929,WA,98029
167935,WA,98030
167941,WA,98031
167947,WA,98032
167953,WA,98033
167959,WA,98034
167965,WA,98036
167971,WA,98037
167977,WA,98038
167989,WA,98040
167995,WA,98042
168001,WA,98043
168007,WA,98045
168013,WA,98047
168019,WA,98050
168031,WA,98052
168037,WA,98053
168043,WA,98055
168049,WA,98056
168055,WA,98057
168061,WA,98058
168067,WA,98059
168073,WA,98065
168079,WA,98068
168085,WA,98070
168091,WA,98072
168097,WA,98074
168103,WA,98075
168109,WA,98077
168115,WA,98087
168121,WA,98092
168127,WA,98101
168133,WA,98102
168139,WA,98103
168145,WA,98104
168151,WA,98105
168157,WA,98106
168163,WA,98107
168169,WA,98108
168175,WA,98109
168181,WA,98110
168187,WA,98112
168193,WA,98115
168199,WA,98116
168205,WA,98117
168211,WA,98118
168217,WA,98119
168223,WA,98121
168229,WA,98122
168235,WA,98125
168241,WA,98126
168247,WA,98133
168253,WA,98134
168259,WA,98136
168265,WA,98144
168271,WA,98146
168277,WA,98148
168283,WA,98155
168289,WA,98164
168295,WA,98166
168301,WA,98168
168307,WA,98177
168313,WA,98178
168319,WA,98188
168325,WA,98198
168331,WA,98199
168337,WA,98201
168343,WA,98203
168349,WA,98204
168355,WA,98208
168361,WA,98220
168367,WA,98221
168373,WA,98223
168379,WA,98225
168385,WA,98226
168391,WA,98229
168397,WA,98230
168403,WA,98232
168409,WA,98233
168415,WA,98235
168421,WA,98236
168427,WA,98237
168433,WA,98238
168439,WA,98239
168445,WA,98240
168451,WA,98241
168457,WA,98243
168463,WA,98244
168469,WA,98245
168475,WA,98247
168481,WA,98248
168487,WA,98249
168493,WA,98250
168499,WA,98251
168505,WA,98252
168511,WA,98253
168517,WA,98256
168523,WA,98257
168529,WA,98258
168535,WA,98260
168541,WA,98261
168547,WA,98262
168559,WA,98264
168565,WA,98266
168571,WA,98267
168577,WA,98270
168583,WA,98271
168589,WA,98272
168595,WA,98273
168601,WA,98274
168607,WA,98275
168619,WA,98277
168625,WA,98279
168631,WA,98280
168637,WA,98281
168643,WA,98282
168649,WA,98283
168655,WA,98284
168667,WA,98288
168673,WA,98290
168679,WA,98292
168685,WA,98294
168691,WA,98295
168697,WA,98296
168703,WA,98303
168709,WA,98304
168721,WA,98310
168727,WA,98311
168733,WA,98312
168745,WA,98320
168751,WA,98321
168757,WA,98323
168763,WA,98325
168769,WA,98326
168775,WA,98327
168781,WA,98328
168787,WA,98329
168793,WA,98330
168799,WA,98331
168805,WA,98332
168817,WA,98335
168829,WA,98337
168835,WA,98338
168841,WA,98339
168847,WA,98340
168853,WA,98342
168859,WA,98345
168865,WA,98346
168871,WA,98349
168877,WA,98350
168895,WA,98354
168901,WA,98355
168907,WA,98356
168913,WA,98357
168919,WA,98358
168925,WA,98359
168931,WA,98360
168937,WA,98361
168943,WA,98362
168949,WA,98363
168955,WA,98364
168961,WA,98365
168967,WA,98366
168973,WA,98367
168979,WA,98368
168985,WA,98370
168991,WA,98371
168997,WA,98372
169003,WA,98373
169009,WA,98374
169015,WA,98375
169021,WA,98376
169027,WA,98377
169033,WA,98380
169045,WA,98382
169051,WA,98383
169057,WA,98385
169063,WA,98387
169069,WA,98388
169075,WA,98390
169081,WA,98391
169087,WA,98392
169099,WA,98396
169105,WA,98402
169111,WA,98403
169117,WA,98404
169123,WA,98405
169129,WA,98406
169135,WA,98407
169141,WA,98408
169147,WA,98409
169153,WA,98418
169159,WA,98421
169165,WA,98422
169171,WA,98424
169177,WA,98433
169183,WA,98438
169189,WA,98439
169195,WA,98443
169201,WA,98444
169207,WA,98445
169213,WA,98446
169219,WA,98465
169225,WA,98466
169231,WA,98467
169237,WA,98498
169243,WA,98499
169249,WA,98501
169255,WA,98502
169261,WA,98503
169267,WA,98506
169273,WA,98512
169279,WA,98513
169285,WA,98516
169291,WA,98520
169297,WA,98524
169303,WA,98526
169315,WA,98528
169327,WA,98531
169333,WA,98532
169345,WA,98535
169351,WA,98537
169363,WA,98541
169369,WA,98542
169387,WA,98547
169393,WA,98548
169399,WA,98550
169411,WA,98555
169417,WA,98557
169423,WA,98558
169435,WA,98563
169441,WA,98564
169447,WA,98565
169453,WA,98568
169459,WA,98569
169465,WA,98570
169471,WA,98571
169477,WA,98572
169483,WA,98576
169489,WA,98577
169495,WA,98579
169501,WA,98580
169525,WA,98584
169531,WA,98585
169537,WA,98586
169543,WA,98587
169555,WA,98589
169561,WA,98590
169567,WA,98591
169573,WA,98592
169579,WA,98593
169585,WA,98595
169591,WA,98596
169597,WA,98597
169603,WA,98601
169615,WA,98604
169621,WA,98605
169627,WA,98606
169633,WA,98607
169639,WA,98610
169645,WA,98611
169651,WA,98612
169663,WA,98614
169669,WA,98616
169681,WA,98619
169687,WA,98620
169693,WA,98624
169699,WA,98625
169705,WA,98626
169711,WA,98628
169717,WA,98629
169723,WA,98631
169729,WA,98632
169735,WA,98635
169741,WA,98638
169753,WA,98640
169759,WA,98642
169771,WA,98644
169783,WA,98647
169789,WA,98648
169795,WA,98649
169801,WA,98650
169807,WA,98651
169813,WA,98660
169819,WA,98661
169825,WA,98662
169831,WA,98663
169837,WA,98664
169843,WA,98665
169849,WA,98671
169855,WA,98672
169867,WA,98674
169873,WA,98675
169879,WA,98682
169885,WA,98683
169891,WA,98684
169897,WA,98685
169903,WA,98686
169909,WA,98801
169915,WA,98802
169921,WA,98812
169927,WA,98813
169939,WA,98815
169945,WA,98816
169957,WA,98819
169963,WA,98821
169969,WA,98822
169975,WA,98823
169981,WA,98824
169987,WA,98826
170017,WA,98831
170035,WA,98837
170041,WA,98840
170047,WA,98841
170053,WA,98843
170059,WA,98844
170065,WA,98846
170071,WA,98847
170077,WA,98848
170083,WA,98849
170089,WA,98850
170095,WA,98851
170101,WA,98855
170107,WA,98856
170113,WA,98857
170119,WA,98858
170131,WA,98862
170137,WA,98901
170143,WA,98902
170149,WA,98903
170155,WA,98908
170167,WA,98922
170173,WA,98923
170179,WA,98925
170185,WA,98926
170191,WA,98930
170197,WA,98932
170203,WA,98933
170209,WA,98934
170221,WA,98936
170227,WA,98937
170245,WA,98940
170251,WA,98941
170257,WA,98942
170263,WA,98943
170269,WA,98944
170281,WA,98947
170287,WA,98948
170293,WA,98951
170299,WA,98952
170305,WA,98953
170311,WA,99001
170317,WA,99003
170323,WA,99004
170329,WA,99005
170335,WA,99006
170353,WA,99011
170371,WA,99016
170383,WA,99019
170389,WA,99021
170395,WA,99022
170413,WA,99026
170419,WA,99027
170425,WA,99029
170431,WA,99030
170437,WA,99031
170443,WA,99032
170449,WA,99033
170467,WA,99037
170497,WA,99109
170503,WA,99110
170509,WA,99111
170521,WA,99114
170527,WA,99115
170533,WA,99116
170539,WA,99117
170545,WA,99118
170557,WA,99122
170563,WA,99123
170605,WA,99133
170611,WA,99134
170623,WA,99137
170635,WA,99139
170647,WA,99141
170659,WA,99148
170671,WA,99153
170683,WA,99156
170689,WA,99157
170701,WA,99159
170707,WA,99161
170713,WA,99163
170719,WA,99166
170731,WA,99169
170737,WA,99170
170743,WA,99171
170749,WA,99173
170755,WA,99179
170761,WA,99180
170773,WA,99185
170779,WA,99201
170785,WA,99202
170791,WA,99203
170797,WA,99204
170803,WA,99205
170809,WA,99206
170815,WA,99207
170821,WA,99208
170827,WA,99212
170833,WA,99216
170839,WA,99217
170845,WA,99218
170851,WA,99223
170857,WA,99224
170863,WA,99301
170869,WA,99320
170881,WA,99322
170887,WA,99323
170893,WA,99324
170899,WA,99326
170905,WA,99328
170929,WA,99336
170935,WA,99337
170941,WA,99338
170947,WA,99341
170953,WA,99343
170959,WA,99344
170989,WA,99349
170995,WA,99350
171001,WA,99352
171007,WA,99353
171013,WA,99354
171025,WA,99357
171031,WA,99360
171037,WA,99361
171043,WA,99362
171067,WA,99403
