,index,zip_code,category1,category2,category3,category4,category5,all,list_cat,cat_list
1678,1854,97214,mexican foodtrucks coffee breweries newamerican bakeries latin lebanese cuban japanese sandwiches hotdog poke breakfast_brunch bars burgers indpak french desserts movietheaters vietnamese tea mediterranean thai cupcakes italian pizza belgian foodstands mideastern tex-mex wine_bars hawaiian tradamerican grocery lounges donuts gastropubs ramen vegan vegetarian sushi icecream cajun cafes southern steak russian cheese juicebars chicken_wings,foodtrucks southern breakfast_brunch pubs wine_bars sandwiches desserts modern_european lounges mediterranean latin sushi cocktailbars ? foodstands lebanese hawaiian newmexican vegan buffets thai pizza korean newamerican beer_and_wine bakeries coffee cafes chocolate coffeeroasteries beerbar mexican bars salad bagels egyptian noodles burgers wineries juicebars indpak ramen izakaya german seafood cajun waffles chickenshop japanese butcher gluten_free bbq,beerbar bbq ? german italian breakfast_brunch macarons vegetarian caribbean donuts asianfusion coffeeroasteries cocktailbars gluten_free southern creperies vegan pubs sportsbars chicken_wings desserts lounges australian poutineries beergardens bars soup musicvenues sandwiches coffee mexican beer_and_wine venues cafes hawaiian salad wine_bars icecream newamerican,?,?,mexican foodtrucks coffee breweries newamerican bakeries latin lebanese cuban japanese sandwiches hotdog poke breakfast_brunch bars burgers indpak french desserts movietheaters vietnamese tea mediterranean thai cupcakes italian pizza belgian foodstands mideastern tex-mex wine_bars hawaiian tradamerican grocery lounges donuts gastropubs ramen vegan vegetarian sushi icecream cajun cafes southern steak russian cheese juicebars chicken_wings foodtrucks southern breakfast_brunch pubs wine_bars sandwiches desserts modern_european lounges mediterranean latin sushi cocktailbars ? foodstands lebanese hawaiian newmexican vegan buffets thai pizza korean newamerican beer_and_wine bakeries coffee cafes chocolate coffeeroasteries beerbar mexican bars salad bagels egyptian noodles burgers wineries juicebars indpak ramen izakaya german seafood cajun waffles chickenshop japanese butcher gluten_free bbq beerbar bbq ? german italian breakfast_brunch macarons vegetarian caribbean donuts asianfusion coffeeroasteries cocktailbars gluten_free southern creperies vegan pubs sportsbars chicken_wings desserts lounges australian poutineries beergardens bars soup musicvenues sandwiches coffee mexican beer_and_wine venues cafes hawaiian salad wine_bars icecream newamerican ? ?,"['?' 'asianfusion' 'australian' 'bagels' 'bakeries' 'bars' 'bbq'
 'beer_and_wine' 'beerbar' 'beergardens' 'belgian' 'breakfast_brunch'
 'breweries' 'buffets' 'burgers' 'butcher' 'cafes' 'cajun' 'caribbean'
 'cheese' 'chicken_wings' 'chickenshop' 'chocolate' 'cocktailbars'
 'coffee' 'coffeeroasteries' 'creperies' 'cuban' 'cupcakes' 'desserts'
 'donuts' 'egyptian' 'foodstands' 'foodtrucks' 'french' 'gastropubs'
 'german' 'gluten_free' 'grocery' 'hawaiian' 'hotdog' 'icecream' 'indpak'
 'italian' 'izakaya' 'japanese' 'juicebars' 'korean' 'latin' 'lebanese'
 'lounges' 'macarons' 'mediterranean' 'mexican' 'mideastern'
 'modern_european' 'movietheaters' 'musicvenues' 'newamerican'
 'newmexican' 'noodles' 'pizza' 'poke' 'poutineries' 'pubs' 'ramen'
 'russian' 'salad' 'sandwiches' 'seafood' 'soup' 'southern' 'sportsbars'
 'steak' 'sushi' 'tea' 'tex-mex' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'vietnamese' 'waffles' 'wine_bars' 'wineries']","['?' 'asianfusion' 'australian' 'bagels' 'bakeries' 'bars' 'bbq'
 'beer_and_wine' 'beerbar' 'beergardens' 'belgian' 'breakfast_brunch'
 'breweries' 'buffets' 'burgers' 'butcher' 'cafes' 'cajun' 'caribbean'
 'cheese' 'chicken_wings' 'chickenshop' 'chocolate' 'cocktailbars'
 'coffee' 'coffeeroasteries' 'creperies' 'cuban' 'cupcakes' 'desserts'
 'donuts' 'egyptian' 'foodstands' 'foodtrucks' 'french' 'gastropubs'
 'german' 'gluten_free' 'grocery' 'hawaiian' 'hotdog' 'icecream' 'indpak'
 'italian' 'izakaya' 'japanese' 'juicebars' 'korean' 'latin' 'lebanese'
 'lounges' 'macarons' 'mediterranean' 'mexican' 'mideastern'
 'modern_european' 'movietheaters' 'musicvenues' 'newamerican'
 'newmexican' 'noodles' 'pizza' 'poke' 'poutineries' 'pubs' 'ramen'
 'russian' 'salad' 'sandwiches' 'seafood' 'soup' 'southern' 'sportsbars'
 'steak' 'sushi' 'tea' 'tex-mex' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'vietnamese' 'waffles' 'wine_bars' 'wineries']"
1679,1855,97215,british breakfast_brunch bakeries vegetarian scandinavian beergardens coffee foodtrucks divebars hotdogs vietnamese sportsbars mexican newamerican lounges sushi juicebars delis sandwiches pizza lebanese desserts cocktailbars thai,pubs diyfood coffee vegan cafes foodtrucks beerbar ? juicebars hotdogs foodstands tradamerican bubbletea venues hotdog delis brazilian noodles cupcakes cocktailbars bars japanese newamerican vegetarian cheese lounges,? chocolate gluten_free cookingclasses sandwiches acaibowls poolhalls tea coffee newamerican cocktailbars markets delis beerbar,?,?,british breakfast_brunch bakeries vegetarian scandinavian beergardens coffee foodtrucks divebars hotdogs vietnamese sportsbars mexican newamerican lounges sushi juicebars delis sandwiches pizza lebanese desserts cocktailbars thai pubs diyfood coffee vegan cafes foodtrucks beerbar ? juicebars hotdogs foodstands tradamerican bubbletea venues hotdog delis brazilian noodles cupcakes cocktailbars bars japanese newamerican vegetarian cheese lounges ? chocolate gluten_free cookingclasses sandwiches acaibowls poolhalls tea coffee newamerican cocktailbars markets delis beerbar ? ?,"['?' 'acaibowls' 'bakeries' 'bars' 'beerbar' 'beergardens' 'brazilian'
 'breakfast_brunch' 'british' 'bubbletea' 'cafes' 'cheese' 'chocolate'
 'cocktailbars' 'coffee' 'cookingclasses' 'cupcakes' 'delis' 'desserts'
 'divebars' 'diyfood' 'foodstands' 'foodtrucks' 'gluten_free' 'hotdog'
 'hotdogs' 'japanese' 'juicebars' 'lebanese' 'lounges' 'markets' 'mexican'
 'newamerican' 'noodles' 'pizza' 'poolhalls' 'pubs' 'sandwiches'
 'scandinavian' 'sportsbars' 'sushi' 'tea' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'vietnamese']","['?' 'acaibowls' 'bakeries' 'bars' 'beerbar' 'beergardens' 'brazilian'
 'breakfast_brunch' 'british' 'bubbletea' 'cafes' 'cheese' 'chocolate'
 'cocktailbars' 'coffee' 'cookingclasses' 'cupcakes' 'delis' 'desserts'
 'divebars' 'diyfood' 'foodstands' 'foodtrucks' 'gluten_free' 'hotdog'
 'hotdogs' 'japanese' 'juicebars' 'lebanese' 'lounges' 'markets' 'mexican'
 'newamerican' 'noodles' 'pizza' 'poolhalls' 'pubs' 'sandwiches'
 'scandinavian' 'sportsbars' 'sushi' 'tea' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'venues' 'vietnamese']"
1680,1856,97216,foodtrucks sushi italian grocery pubs pizza vietnamese chinese mediterranean conveyorsushi thai mexican soulfood coffee breakfast_brunch seafood steak southern szechuan dimsum delis,himalayan japanese salad bakeries sportsbars ? sandwiches noodles sushi streetvendors foodstands bbq cafes breweries foodtrucks tradamerican soup delis seafood cajun mideastern,? mexican noodles tradamerican asianfusion foodtrucks sandwiches vietnamese diners venues seafood cantonese greek soup,?,?,foodtrucks sushi italian grocery pubs pizza vietnamese chinese mediterranean conveyorsushi thai mexican soulfood coffee breakfast_brunch seafood steak southern szechuan dimsum delis himalayan japanese salad bakeries sportsbars ? sandwiches noodles sushi streetvendors foodstands bbq cafes breweries foodtrucks tradamerican soup delis seafood cajun mideastern ? mexican noodles tradamerican asianfusion foodtrucks sandwiches vietnamese diners venues seafood cantonese greek soup ? ?,"['?' 'asianfusion' 'bakeries' 'bbq' 'breakfast_brunch' 'breweries' 'cafes'
 'cajun' 'cantonese' 'chinese' 'coffee' 'conveyorsushi' 'delis' 'dimsum'
 'diners' 'foodstands' 'foodtrucks' 'greek' 'grocery' 'himalayan'
 'italian' 'japanese' 'mediterranean' 'mexican' 'mideastern' 'noodles'
 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'soulfood' 'soup'
 'southern' 'sportsbars' 'steak' 'streetvendors' 'sushi' 'szechuan' 'thai'
 'tradamerican' 'venues' 'vietnamese']","['?' 'asianfusion' 'bakeries' 'bbq' 'breakfast_brunch' 'breweries' 'cafes'
 'cajun' 'cantonese' 'chinese' 'coffee' 'conveyorsushi' 'delis' 'dimsum'
 'diners' 'foodstands' 'foodtrucks' 'greek' 'grocery' 'himalayan'
 'italian' 'japanese' 'mediterranean' 'mexican' 'mideastern' 'noodles'
 'pizza' 'pubs' 'salad' 'sandwiches' 'seafood' 'soulfood' 'soup'
 'southern' 'sportsbars' 'steak' 'streetvendors' 'sushi' 'szechuan' 'thai'
 'tradamerican' 'venues' 'vietnamese']"
1681,1857,97217,indpak foodtrucks ethiopian burgers beer_and_wine breakfast_brunch jazzandblues mexican soulfood pubs venues coffee peruvian asianfusion thai bars gluten_free italian vegan seafood ramen tradamerican,gluten_free salvadoran thai cafes sandwiches pubs bars ? tradamerican breakfast_brunch foodtrucks seafood newamerican pizza kombucha german bbq persian noodles,foodtrucks ? vegan bars coffee thai newamerican burgers coffeeroasteries,?,?,indpak foodtrucks ethiopian burgers beer_and_wine breakfast_brunch jazzandblues mexican soulfood pubs venues coffee peruvian asianfusion thai bars gluten_free italian vegan seafood ramen tradamerican gluten_free salvadoran thai cafes sandwiches pubs bars ? tradamerican breakfast_brunch foodtrucks seafood newamerican pizza kombucha german bbq persian noodles foodtrucks ? vegan bars coffee thai newamerican burgers coffeeroasteries ? ?,"['?' 'asianfusion' 'bars' 'bbq' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'cafes' 'coffee' 'coffeeroasteries' 'ethiopian' 'foodtrucks'
 'german' 'gluten_free' 'indpak' 'italian' 'jazzandblues' 'kombucha'
 'mexican' 'newamerican' 'noodles' 'persian' 'peruvian' 'pizza' 'pubs'
 'ramen' 'salvadoran' 'sandwiches' 'seafood' 'soulfood' 'thai'
 'tradamerican' 'vegan' 'venues']","['?' 'asianfusion' 'bars' 'bbq' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'cafes' 'coffee' 'coffeeroasteries' 'ethiopian' 'foodtrucks'
 'german' 'gluten_free' 'indpak' 'italian' 'jazzandblues' 'kombucha'
 'mexican' 'newamerican' 'noodles' 'persian' 'peruvian' 'pizza' 'pubs'
 'ramen' 'salvadoran' 'sandwiches' 'seafood' 'soulfood' 'thai'
 'tradamerican' 'vegan' 'venues']"
1682,1858,97218,newamerican coffee streetvendors pizza delis donuts tradamerican breakfast_brunch asianfusion mexican,pubs bakeries laotian ? salad coffee seafood bars breakfast_brunch breweries beergardens airportlounges hotdogs,breakfast_brunch ? soup steak tradamerican burgers sportsbars,?,?,newamerican coffee streetvendors pizza delis donuts tradamerican breakfast_brunch asianfusion mexican pubs bakeries laotian ? salad coffee seafood bars breakfast_brunch breweries beergardens airportlounges hotdogs breakfast_brunch ? soup steak tradamerican burgers sportsbars ? ?,"['?' 'airportlounges' 'asianfusion' 'bakeries' 'bars' 'beergardens'
 'breakfast_brunch' 'breweries' 'burgers' 'coffee' 'delis' 'donuts'
 'hotdogs' 'laotian' 'mexican' 'newamerican' 'pizza' 'pubs' 'salad'
 'seafood' 'soup' 'sportsbars' 'steak' 'streetvendors' 'tradamerican']","['?' 'airportlounges' 'asianfusion' 'bakeries' 'bars' 'beergardens'
 'breakfast_brunch' 'breweries' 'burgers' 'coffee' 'delis' 'donuts'
 'hotdogs' 'laotian' 'mexican' 'newamerican' 'pizza' 'pubs' 'salad'
 'seafood' 'soup' 'sportsbars' 'steak' 'streetvendors' 'tradamerican']"
1683,1859,97219,mediterranean foodtrucks grocery sushi beer_and_wine szechuan breakfast_brunch icecream coffee mexican chicken_wings asianfusion seafood german bagels desserts,? mexican delis japanese butcher cafes gluten_free bakeries chinese seafood beer_and_wine breakfast_brunch halal newamerican sandwiches pizza,? beer_and_wine seafood sandwiches organic_stores hotdogs breakfast_brunch tradamerican bars,?,?,mediterranean foodtrucks grocery sushi beer_and_wine szechuan breakfast_brunch icecream coffee mexican chicken_wings asianfusion seafood german bagels desserts ? mexican delis japanese butcher cafes gluten_free bakeries chinese seafood beer_and_wine breakfast_brunch halal newamerican sandwiches pizza ? beer_and_wine seafood sandwiches organic_stores hotdogs breakfast_brunch tradamerican bars ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'beer_and_wine'
 'breakfast_brunch' 'butcher' 'cafes' 'chicken_wings' 'chinese' 'coffee'
 'delis' 'desserts' 'foodtrucks' 'german' 'gluten_free' 'grocery' 'halal'
 'hotdogs' 'icecream' 'japanese' 'mediterranean' 'mexican' 'newamerican'
 'organic_stores' 'pizza' 'sandwiches' 'seafood' 'sushi' 'szechuan'
 'tradamerican']","['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'beer_and_wine'
 'breakfast_brunch' 'butcher' 'cafes' 'chicken_wings' 'chinese' 'coffee'
 'delis' 'desserts' 'foodtrucks' 'german' 'gluten_free' 'grocery' 'halal'
 'hotdogs' 'icecream' 'japanese' 'mediterranean' 'mexican' 'newamerican'
 'organic_stores' 'pizza' 'sandwiches' 'seafood' 'sushi' 'szechuan'
 'tradamerican']"
1684,1860,97220,donuts newamerican vietnamese thai indpak breakfast_brunch mexican mediterranean bbq asianfusion pizza coffee tradamerican cambodian,coffee sportsbars ? salad soup bars noodles diners comfortfood seafood bakeries jazzandblues buffets,breakfast_brunch karaoke ? noodles sandwiches tradamerican chicken_wings,?,?,donuts newamerican vietnamese thai indpak breakfast_brunch mexican mediterranean bbq asianfusion pizza coffee tradamerican cambodian coffee sportsbars ? salad soup bars noodles diners comfortfood seafood bakeries jazzandblues buffets breakfast_brunch karaoke ? noodles sandwiches tradamerican chicken_wings ? ?,"['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'breakfast_brunch' 'buffets'
 'cambodian' 'chicken_wings' 'coffee' 'comfortfood' 'diners' 'donuts'
 'indpak' 'jazzandblues' 'karaoke' 'mediterranean' 'mexican' 'newamerican'
 'noodles' 'pizza' 'salad' 'sandwiches' 'seafood' 'soup' 'sportsbars'
 'thai' 'tradamerican' 'vietnamese']","['?' 'asianfusion' 'bakeries' 'bars' 'bbq' 'breakfast_brunch' 'buffets'
 'cambodian' 'chicken_wings' 'coffee' 'comfortfood' 'diners' 'donuts'
 'indpak' 'jazzandblues' 'karaoke' 'mediterranean' 'mexican' 'newamerican'
 'noodles' 'pizza' 'salad' 'sandwiches' 'seafood' 'soup' 'sportsbars'
 'thai' 'tradamerican' 'vietnamese']"
1685,1861,97221,icecream coffee,foodtrucks juicebars,?,?,?,icecream coffee foodtrucks juicebars ? ? ?,['?' 'coffee' 'foodtrucks' 'icecream' 'juicebars'],['?' 'coffee' 'foodtrucks' 'icecream' 'juicebars']
1686,1862,97222,mexican chinese pizza coffee videoandgames thai healthmarkets japanese bakeries burgers cafes breakfast_brunch hawaiian diners vietnamese sandwiches asianfusion greek,customcakes lounges ? delis coffee beer_and_wine foodtrucks gluten_free sushi sandwiches tradamerican bagels breakfast_brunch thai foodstands,? breakfast_brunch sandwiches tradamerican hotdog pizza,?,?,mexican chinese pizza coffee videoandgames thai healthmarkets japanese bakeries burgers cafes breakfast_brunch hawaiian diners vietnamese sandwiches asianfusion greek customcakes lounges ? delis coffee beer_and_wine foodtrucks gluten_free sushi sandwiches tradamerican bagels breakfast_brunch thai foodstands ? breakfast_brunch sandwiches tradamerican hotdog pizza ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'cafes' 'chinese' 'coffee' 'customcakes' 'delis' 'diners'
 'foodstands' 'foodtrucks' 'gluten_free' 'greek' 'hawaiian'
 'healthmarkets' 'hotdog' 'japanese' 'lounges' 'mexican' 'pizza'
 'sandwiches' 'sushi' 'thai' 'tradamerican' 'videoandgames' 'vietnamese']","['?' 'asianfusion' 'bagels' 'bakeries' 'beer_and_wine' 'breakfast_brunch'
 'burgers' 'cafes' 'chinese' 'coffee' 'customcakes' 'delis' 'diners'
 'foodstands' 'foodtrucks' 'gluten_free' 'greek' 'hawaiian'
 'healthmarkets' 'hotdog' 'japanese' 'lounges' 'mexican' 'pizza'
 'sandwiches' 'sushi' 'thai' 'tradamerican' 'videoandgames' 'vietnamese']"
1687,1863,97223,bars sushi filipino pizza bubbletea korean coffee pubs latin halal bbq mongolian meats mediterranean thai bagels asianfusion mexican japanese burgers desserts german comfortfood sandwiches beerbar tradamerican breakfast_brunch noodles,? breakfast_brunch tradamerican delis juicebars german korean asianfusion bakeries hotdog gastropubs japanese sushi salad catering pubs petadoption wine_bars mediterranean desserts scandinavian taiwanese,? burgers breweries tradamerican cafes korean icecream breakfast_brunch sandwiches fondue gastropubs pubs lebanese juicebars,?,?,bars sushi filipino pizza bubbletea korean coffee pubs latin halal bbq mongolian meats mediterranean thai bagels asianfusion mexican japanese burgers desserts german comfortfood sandwiches beerbar tradamerican breakfast_brunch noodles ? breakfast_brunch tradamerican delis juicebars german korean asianfusion bakeries hotdog gastropubs japanese sushi salad catering pubs petadoption wine_bars mediterranean desserts scandinavian taiwanese ? burgers breweries tradamerican cafes korean icecream breakfast_brunch sandwiches fondue gastropubs pubs lebanese juicebars ? ?,"['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'breakfast_brunch' 'breweries' 'bubbletea' 'burgers' 'cafes' 'catering'
 'coffee' 'comfortfood' 'delis' 'desserts' 'filipino' 'fondue'
 'gastropubs' 'german' 'halal' 'hotdog' 'icecream' 'japanese' 'juicebars'
 'korean' 'latin' 'lebanese' 'meats' 'mediterranean' 'mexican' 'mongolian'
 'noodles' 'petadoption' 'pizza' 'pubs' 'salad' 'sandwiches'
 'scandinavian' 'sushi' 'taiwanese' 'thai' 'tradamerican' 'wine_bars']","['?' 'asianfusion' 'bagels' 'bakeries' 'bars' 'bbq' 'beerbar'
 'breakfast_brunch' 'breweries' 'bubbletea' 'burgers' 'cafes' 'catering'
 'coffee' 'comfortfood' 'delis' 'desserts' 'filipino' 'fondue'
 'gastropubs' 'german' 'halal' 'hotdog' 'icecream' 'japanese' 'juicebars'
 'korean' 'latin' 'lebanese' 'meats' 'mediterranean' 'mexican' 'mongolian'
 'noodles' 'petadoption' 'pizza' 'pubs' 'salad' 'sandwiches'
 'scandinavian' 'sushi' 'taiwanese' 'thai' 'tradamerican' 'wine_bars']"
1688,1864,97224,vegetarian mexican breakfast_brunch tradamerican coffee chinese japanese pizza icecream pubs ramen vegan thai korean wine_bars dimsum kombucha vietnamese italian,buffets ? tradamerican seafood asianfusion sushi newamerican foodstands brewpubs vegetarian vietnamese cafes beerbar diners lounges pubs bars,salad ? steak gluten_free newamerican asianfusion coffee tacos tradamerican karaoke wine_bars bars,?,?,vegetarian mexican breakfast_brunch tradamerican coffee chinese japanese pizza icecream pubs ramen vegan thai korean wine_bars dimsum kombucha vietnamese italian buffets ? tradamerican seafood asianfusion sushi newamerican foodstands brewpubs vegetarian vietnamese cafes beerbar diners lounges pubs bars salad ? steak gluten_free newamerican asianfusion coffee tacos tradamerican karaoke wine_bars bars ? ?,"['?' 'asianfusion' 'bars' 'beerbar' 'breakfast_brunch' 'brewpubs'
 'buffets' 'cafes' 'chinese' 'coffee' 'dimsum' 'diners' 'foodstands'
 'gluten_free' 'icecream' 'italian' 'japanese' 'karaoke' 'kombucha'
 'korean' 'lounges' 'mexican' 'newamerican' 'pizza' 'pubs' 'ramen' 'salad'
 'seafood' 'steak' 'sushi' 'tacos' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'vietnamese' 'wine_bars']","['?' 'asianfusion' 'bars' 'beerbar' 'breakfast_brunch' 'brewpubs'
 'buffets' 'cafes' 'chinese' 'coffee' 'dimsum' 'diners' 'foodstands'
 'gluten_free' 'icecream' 'italian' 'japanese' 'karaoke' 'kombucha'
 'korean' 'lounges' 'mexican' 'newamerican' 'pizza' 'pubs' 'ramen' 'salad'
 'seafood' 'steak' 'sushi' 'tacos' 'thai' 'tradamerican' 'vegan'
 'vegetarian' 'vietnamese' 'wine_bars']"
